,회사명,거래소코드,회계년도,부실판단
713,일진금속공업주식회사,17191,2019,1
714,일진기계주식회사,17192,2022,1
715,일진실업주식회사,17198,2014,1
716,(주)임산업,17211,2014,1
717,(주)장영,17226,2020,1
718,전방텍스타일주식회사,17241,2015,1
719,화백전선(주),17245,2015,1
720,주식회사전산텍스,17248,2014,1
721,전인석유주식회사,17253,2021,1
722,전주문화방송(주),17257,2019,1
723,정림개발주식회사,17267,2015,1
724,케이비아이정무산업주식회사,17270,2014,1
725,정아산업주식회사,17276,2014,1
726,정암산업주식회사,17279,2020,1
727,정우산기주식회사,17282,2014,1
728,제이에스건설(주),17287,2015,1
729,정한개발주식회사,17296,2014,1
730,(주)더스텔라,17298,2014,1
731,제니코식품주식회사,17305,2014,1
732,제동물산(주),17306,2018,1
733,제신약품(주),17311,2014,1
734,(주)제오빌더,17312,2020,1
735,죽암건설주식회사,17318,2022,1
736,제일산업개발(주),17340,2021,1
737,(주)제이아이코리아,17348,2021,1
738,제일유리공업주식회사,17349,2014,1
739,제주문화방송(주),17363,2019,1
740,(주)에이티넘파트너스,17375,2020,1
741,조양모방(주),17381,2017,1
742,조해산업(주),17395,2022,1
743,주식회사조웰,17397,2014,1
744,(주)종이나라,17402,2014,1
745,(주)세진푸드시스템,17412,2014,1
746,주식회사강릉주택,17425,2014,1
747,주식회사거양,17434,2015,1
748,주식회사건화,17439,2014,1
749,주식회사건화,17440,2020,1
750,(주)건화,17441,2020,1
751,주식회사경남신문사,17447,2014,1
752,주식회사경동산업,17450,2014,1
753,주식회사경북가스,17456,2022,1
754,주식회사경성섬유,17458,2014,1
755,주식회사경신,17459,2019,1
756,주식회사경인에셋,17462,2017,1
757,함평엘리체컨트리클럽주식회사,17493,2014,1
758,(주)교학사,17499,2014,1
759,국도관광개발주식회사,17503,2022,1
760,주식회사국제신문,17511,2014,1
761,주식회사그랜드관광호텔,17516,2015,1
762,주식회사호텔그랜드유통,17517,2014,1
763,주식회사극동기계,17527,2018,1
764,(주)글로리아,17528,2020,1
765,주식회사금양통신,17545,2015,1
766,주식회사금창,17549,2017,1
767,주식회사금화,17550,2020,1
768,주식회사기린건축,17551,2019,1
769,주식회사시그너스컨트리클럽,17568,2014,1
770,지양테크놀로지(주),17575,2014,1
771,주식회사니코,17594,2014,1
772,주식회사알지투자개발,17600,2014,1
773,주식회사대광건설,17606,2019,1
774,주식회사대광기업,17607,2019,1
775,주식회사대광직물,17608,2017,1
776,주식회사엑스코,17609,2014,1
777,주식회사대남,17611,2016,1
778,주식회사대도공영,17614,2014,1
779,주식회사대동광업,17617,2019,1
780,주식회사대동요업,17623,2020,1
781,주식회사대성철강,17638,2020,1
782,주식회사대송,17639,2014,1
783,주식회사대아고속해운,17642,2021,1
784,주식회사대양개발,17647,2014,1
785,(주)대영금속,17654,2014,1
786,익산관광개발주식회사,17657,2014,1
787,주식회사대원운수,17661,2014,1
788,주식회사대전일보사,17671,2014,1
789,주식회사대흥정공,17697,2015,1
790,(주)노벨아이,17700,2022,1
791,아모제푸드(주),17701,2022,1
792,주식회사디피엘,17704,2014,1
793,(주)디딤돌교육,17711,2018,1
794,주식회사도서출판삼성당,17712,2014,1
795,주식회사동방관광호텔,17722,2014,1
796,주식회사동서개발,17727,2014,1
797,주식회사동성진흥,17734,2019,1
798,주식회사동아레미콘,17737,2018,1
799,주식회사동양레저,17744,2014,1
800,주식회사동영물산,17749,2014,1
801,(주)다이나맥,17750,2018,1
802,(주)동인기업,17758,2021,1
803,(주)동진주공,17776,2018,1
804,(주)동희,17782,2018,1
805,주식회사두진,17791,2022,1
806,주식회사엔터식스패션쇼핑몰,17796,2021,1
807,(주)스피폭스,17798,2015,1
808,(주)라비돌,17803,2020,1
809,주식회사럭키산업,17806,2022,1
810,(주)로케트이앤티,17808,2014,1
811,주식회사루튼,17811,2014,1
812,주식회사리스피엔씨,17812,2015,1
813,주식회사매일신문사,17824,2014,1
814,(주)메라톤,17827,2021,1
815,주식회사모드테크,17838,2014,1
816,주식회사모락스,17840,2015,1
817,주식회사모텍스,17842,2017,1
818,주식회사미봉,17855,2014,1
819,주식회사미진주택건설,17857,2015,1
820,(주)밀양한천,17859,2015,1
821,주식회사이퍼블릭코리아,17872,2014,1
822,주식회사범아엔지니어링,17873,2014,1
823,(주)피앤에이치,17879,2016,1
824,주식회사봉우,17891,2014,1
825,레이캅코리아(주),17892,2019,1
826,주식회사부래당,17893,2017,1
827,주식회사부민양행,17895,2019,1
828,주식회사사러가,17909,2016,1
829,주식회사삼구,17920,2017,1
830,주식회사삼덕,17924,2020,1
831,주식회사삼보건영,17929,2014,1
832,대한시스템즈주식회사,17943,2014,1
833,주식회사삼오,17950,2014,1
834,주식회사삼우코리아,17952,2020,1
835,주식회사삼정,17963,2014,1
836,주식회사삼정이앤더블유,17964,2014,1
837,주식회사삼정터빈,17967,2015,1
838,주식회사삼주유통,17969,2014,1
839,주식회사삼진철구,17974,2016,1
840,삼화통신공업(주),17986,2014,1
841,주식회사세정,17991,2017,1
842,주식회사더봄,17998,2014,1
843,(주)샤인시스템,18000,2014,1
844,(주)서구산업,18004,2017,1
845,주식회사서울문고,18011,2019,1
846,주식회사알리앙스,18018,2017,1
847,(주)서한사,18028,2022,1
848,에스앤에스밸브(주),18030,2021,1
849,(주)선샤인,18033,2019,1
850,주식회사선양,18034,2014,1
851,주식회사선용어패럴,18037,2019,1
852,주식회사선화,18043,2020,1
853,주식회사성신신소재,18051,2015,1
854,(주)트렉스타,18065,2015,1
855,(주)제네시스디벨롭먼트홀딩스,18067,2015,1
856,주식회사세광섬유,18068,2014,1
857,주식회사세광아트,18070,2014,1
858,주식회사세기,18071,2017,1
859,항진제강(주),18085,2014,1
860,주식회사세창,18090,2014,1
861,주식회사소디프비앤에프,18093,2019,1
862,주식회사송옥개발,18104,2014,1
863,(주)송원,18105,2014,1
864,주식회사송원산업,18106,2014,1
865,주식회사송천개발,18108,2020,1
866,주식회사수암월드,18113,2014,1
867,주식회사신아주,18148,2022,1
868,주식회사신안제관,18151,2022,1
869,주식회사어반앤컴퍼니,18152,2021,1
870,주식회사신양피혁,18153,2014,1
871,주식회사신우산업개발,18156,2017,1
872,주식회사신흥기공,18174,2020,1
873,주식회사신흥기업,18175,2014,1
874,주식회사바이오피드백,18184,2022,1
875,주식회사썬앳푸드,18185,2016,1
876,칼소닉칸세이코리아주식회사,18186,2022,1
877,주식회사씨스텍코리아,18188,2016,1
878,주식회사아도니스,18195,2014,1
879,주식회사아또인터내셔날,18196,2014,1
880,(주)아시안스타,18206,2018,1
881,주식회사마임,18228,2018,1
882,주식회사앰배서더즈,18230,2019,1
883,주식회사에이오에스,18248,2015,1
884,주식회사엔텍,18259,2014,1
885,(주)열림기술,18275,2015,1
886,주식회사영남일보,18278,2017,1
887,(주)영도벨벳,18279,2014,1
888,주식회사영림공사,18280,2015,1
889,(주)영진공사,18289,2020,1
890,(주)영진인프라콘,18290,2014,1
891,주식회사예광기업,18297,2022,1
892,주식회사오리엔텍,18301,2014,1
893,(주)오미아코리아,18302,2014,1
894,주식회사오복식품,18304,2021,1
895,주식회사오성전자,18308,2016,1
896,주식회사우리건설,18318,2014,1
897,(주)우성주택건설,18325,2014,1
898,주식회사우신버스,18329,2021,1
899,주식회사우진페인트,18345,2014,1
900,주식회사원동방,18351,2016,1
901,주식회사와이에스,18372,2015,1
902,주식회사지에이에셋,18373,2014,1
903,주식회사유성건설,18374,2019,1
904,주식회사유성사,18375,2014,1
905,주식회사유성종합설비,18376,2014,1
906,주식회사동승골프앤리조트,18401,2015,1
907,에스알테크노팩주식회사,18403,2020,1
908,주식회사이오시스템,18407,2015,1
909,주식회사이원,18408,2014,1
910,주식회사이원솔루텍,18409,2014,1
911,주식회사주영이십일,18411,2018,1
912,(주)인성하이텍,18416,2014,1
913,주식회사인터불고,18421,2016,1
914,(주)인풍,18422,2021,1
915,주식회사일신산업,18434,2014,1
916,(주)제이앤드제이글로벌,18444,2019,1
917,주식회사재현에스아이,18451,2014,1
918,주식회사정광종합건설,18461,2014,1
919,주식회사정원종합산업,18465,2014,1
920,주식회사정풍개발,18468,2014,1
921,주식회사정필,18469,2014,1
922,주식회사제농에스앤티농업회사법인,18470,2017,1
923,주식회사제미앤에프,18472,2015,1
924,주식회사제이에스앤에프,18474,2015,1
925,(주)제일도기,18481,2014,1
926,주식회사제일상품,18483,2014,1
927,주식회사조양,18498,2015,1
928,제이더블유생활건강주식회사,18512,2019,1
929,주식회사중원미디어,18514,2014,1
930,삼양냉동주식회사,18516,2014,1
931,주식회사지에프,18519,2014,1
932,(주)지현통상,18520,2014,1
933,주식회사진영,18527,2018,1
934,주식회사진영정기,18528,2014,1
935,주식회사진천여객터미널,18532,2014,1
936,주식회사창원,18543,2018,1
937,주식회사천기개발,18548,2014,1
938,주식회사천보철강,18549,2017,1
939,주식회사천일개발,18551,2020,1
940,주식회사청송중앙알미늄,18554,2022,1
941,주식회사청아냉동식품,18556,2015,1
942,(주)청주방송,18558,2014,1
943,주식회사효광건설,18565,2014,1
944,주식회사캉가루,18573,2014,1
945,주식회사케이티시코리아,18583,2014,1
946,주식회사코리아나호텔,18587,2015,1
947,주식회사코리아로터리서비스,18588,2014,1
948,주식회사코모도호텔,18591,2016,1
949,주식회사코스와이어,18596,2020,1
950,주식회사클리포드,18606,2018,1
951,주식회사타워호텔,18610,2014,1
952,(주)태봉,18618,2014,1
953,주식회사태화기업,18628,2020,1
954,한미테크윈주식회사,18629,2018,1
955,주식회사태흥아이에스,18630,2018,1
956,(주)텔레트론,18631,2020,1
957,주식회사파카알지비,18649,2014,1
958,주식회사퍼스트칼라,18656,2016,1
959,주식회사평광주택건설,18658,2014,1
960,주식회사평화,18659,2015,1
961,오마샤리프화장품주식회사,18662,2021,1
962,주식회사풍국,18670,2015,1
963,주식회사풍전,18674,2019,1
964,주식회사퓨리텍,18675,2021,1
965,(주)피앤텔,18680,2022,1
966,주식회사학산,18688,2015,1
967,(주)한건,18690,2017,1
968,주식회사한광옵토,18692,2015,1
969,주식회사한국문화진흥,18708,2014,1
970,주식회사한국에이스,18724,2020,1
971,주식회사한국전자재료,18733,2020,1
972,주식회사한국정밀,18735,2015,1
973,(주)한길,18751,2022,1
974,주식회사한도,18754,2018,1
975,주식회사한라기산,18759,2017,1
976,주식회사크레아군산,18766,2014,1
977,주식회사한산기연,18767,2014,1
978,(주)한성식품,18770,2021,1
979,(주)한성피앤아이,18771,2018,1
980,주식회사한영나염,18789,2019,1
981,주식회사한영캉가루,18792,2015,1
982,주식회사한일종합건설,18804,2014,1
983,(주)한창시스템,18813,2014,1
984,(주)에코프렌드,18824,2014,1
985,주식회사행성사,18827,2018,1
986,주식회사현대특수나염,18835,2014,1
987,주식회사현성리조트,18841,2014,1
988,주식회사현진어패럴,18843,2015,1
989,주식회사호텔대구,18856,2014,1
990,주식회사화성보일러,18862,2018,1
991,(주)화진피에프,18874,2019,1
992,주식회사환웅정공,18875,2016,1
993,주식회사황보,18876,2014,1
994,주식회사피디티,18884,2018,1
995,주식회사흥진,18892,2019,1
996,주식회사제이제이케이,18893,2018,1
997,주식회사주원,18904,2021,1
998,(주)진천국제객화항운,18912,2014,1
999,중도가스주식회사,18919,2014,1
1000,(주)중부농축산물류센터,18921,2014,1
1001,중앙관광개발(주),18931,2014,1
1002,중앙기업,18933,2014,1
1003,(주)쉰들러엘리베이터,18941,2018,1
1004,(주)중앙정공,18945,2014,1
1005,주식회사중앙종합건설,18950,2018,1
1006,중앙축산사료(주),18952,2022,1
1007,지리산온천관광개발주식회사,18976,2020,1
1008,지엔에스에프(주),18992,2014,1
1009,진영공업주식회사,19029,2020,1
1010,진영산업(주),19031,2021,1
1011,(주)진흥스틸,19063,2014,1
1012,가평교통주식회사,19064,2018,1
1013,진흥철강주식회사,19067,2015,1
1014,주식회사참존,19071,2014,1
1015,(주)창보종합건설,19081,2014,1
1016,창신섬유주식회사,19082,2016,1
1017,(주)창신특수강,19083,2019,1
1018,창일개발주식회사,19091,2017,1
1019,(주)창전사,19093,2014,1
1020,천마콘크리트공업(주),19102,2015,1
1021,천일건설주식회사,19110,2014,1
1022,천일여객(주),19113,2014,1
1023,천일제지주식회사,19115,2017,1
1024,청광종합건설(주),19123,2014,1
1025,농업회사법인(주)청구바이오홀딩스,19127,2015,1
1026,청남관광주식회사,19129,2014,1
1027,청우건설,19144,2014,1
1028,청주개발주식회사,19154,2014,1
1029,(주)엠비씨충북,19155,2014,1
1030,주식회사한송,19160,2014,1
1031,청학산업주식회사,19162,2020,1
1032,맥슨씨아이씨주식회사,19165,2014,1
1033,지에스지엠주식회사,19169,2021,1
1034,초당약품공업주식회사,19170,2021,1
1035,초석건설산업(주),19171,2015,1
1036,세종에머슨주식회사,19175,2014,1
1037,충북석유(주),19177,2017,1
1038,칠성실업주식회사,19187,2016,1
1039,케이비에프주식회사,19225,2014,1
1040,(주)케이티앤씨,19246,2015,1
1041,주식회사한국우사회,19267,2014,1
1042,(주)코리아신예,19269,2014,1
1043,코린인터내셔널주식회사,19280,2015,1
1044,(주)코모텍,19284,2018,1
1045,코스모촉매주식회사,19292,2014,1
1046,캐슬파인리조트(주),19304,2014,1
1047,(주)콘도매직스,19319,2014,1
1048,(주)크레송,19334,2014,1
1049,(주)탑항공,19356,2014,1
1050,태광제지공업주식회사,19363,2017,1
1051,(주)파마킹,19370,2017,1
1052,우평건설주식회사,19372,2022,1
1053,태서리사이클링(주),19376,2021,1
1054,주식회사티에스오토모티브,19380,2019,1
1055,(주)태승이십일,19387,2015,1
1056,태아산업주식회사,19390,2017,1
1057,태양철관공업주식회사,19400,2014,1
1058,(주)소비코,19404,2016,1
1059,주식회사위트,19410,2014,1
1060,세영실업(주),19416,2022,1
1061,태주공업주식회사,19430,2019,1
1062,태창기업(주),19433,2014,1
1063,태화물산주식회사,19452,2014,1
1064,태화실업,19454,2014,1
1065,(주)텔리언,19472,2017,1
1066,통일보일러(주),19486,2018,1
1067,제트에프오토모티브코리아주식회사,19499,2014,1
1068,티에스테크놀로지(주),19505,2015,1
1069,(주)캐슬렉스제주,19511,2015,1
1070,파카,19518,2014,1
1071,(주)파코인터내셔날,19520,2017,1
1072,팔미금속공업(주),19525,2020,1
1073,펜타시스템테크놀러지주식회사,19537,2014,1
1074,펜타시큐리티시스템주식회사,19538,2018,1
1075,평익건설(주),19546,2016,1
1076,평화기공주식회사,19552,2014,1
1077,평화유지공업주식회사,19558,2014,1
1078,평화주택건설주식회사,19564,2016,1
1079,라온레저개발(주),19568,2019,1
1080,풍국산업주식회사,19588,2014,1
1081,(주)풍성,19601,2014,1
1082,풍성홀딩스(주),19602,2014,1
1083,(주)프로파워,19628,2014,1
1084,(주)피엠머시너리,19642,2014,1
1085,(주)피유시스,19643,2022,1
1086,주식회사피카디리극장,19646,2014,1
1087,하남산업(주),19656,2014,1
1088,주식회사하도,19662,2018,1
1089,한국가스산업주식회사,19699,2018,1
1090,한국공작기계(주),19710,2016,1
1091,케이엠씨(주),19717,2015,1
1092,한국고벨(주),19719,2015,1
1093,한국닛켄(주),19733,2021,1
1094,한국도자기(주),19742,2014,1
1095,한국라이톤주식회사,19751,2015,1
1096,한국라텍스공업(주),19752,2014,1
1097,한국마그넷주식회사,19763,2017,1
1098,한국메가스포츠상사(주),19767,2014,1
